0	0	0	0	0	0	0	0	
0.005	-3.31113e-06	4.16697e-06	-4.16667e-06	0	0	0	0	
0.01	-6.62227e-06	8.33393e-06	-8.33333e-06	0	0	0	0	
0.015	-9.9334e-06	1.25009e-05	-1.25e-05	0	0	0	0	
0.02	-1.32445e-05	1.66679e-05	-1.66667e-05	0	0	0	0	
0.025	-1.65557e-05	2.08348e-05	-2.08333e-05	0	0	0	0	
0.03	-1.98668e-05	2.50018e-05	-2.5e-05	0	0	0	0	
0.035	-2.31779e-05	2.91687e-05	-2.91666e-05	0	0	0	0	
0.04	-2.64889e-05	3.33356e-05	-3.33332e-05	0	0	0	0	
0.045	-2.97999e-05	3.75025e-05	-3.74998e-05	0	0	0	0	
0.05	-3.31109e-05	4.16694e-05	-4.16664e-05	0	0	0	0	
0.055	-3.64218e-05	4.58362e-05	-4.58329e-05	0	0	0	0	
0.06	-3.97325e-05	5.00029e-05	-4.99993e-05	0	0	0	0	
0.065	-4.30431e-05	5.41695e-05	-5.41656e-05	0	0	0	0	
0.07	-4.63535e-05	5.8336e-05	-5.83318e-05	0	0	0	0	
0.075	-4.96636e-05	6.25024e-05	-6.24979e-05	0	0	0	0	
0.08	-5.29735e-05	6.66685e-05	-6.66638e-05	0	0	0	0	
0.085	-5.6283e-05	7.08345e-05	-7.08294e-05	0	0	0	0	
0.09	-5.9592e-05	7.50001e-05	-7.49947e-05	0	0	0	0	
0.095	-6.29006e-05	7.91655e-05	-7.91598e-05	0	0	0	0	
0.1	-6.62085e-05	8.33304e-05	-8.33244e-05	0	0	0	0	
0.105	-6.95157e-05	8.74949e-05	-8.74886e-05	0	0	0	0	
0.11	-7.28221e-05	9.16589e-05	-9.16523e-05	0	0	0	0	
0.115	-7.61275e-05	9.58223e-05	-9.58154e-05	0	0	0	0	
0.12	-7.94319e-05	9.9985e-05	-9.99779e-05	0	0	0	0	
0.125	-8.27351e-05	0.000104147	-0.00010414	0	0	0	0	
0.13	-8.60368e-05	0.000108308	-0.0001083	0	0	0	0	
0.135	-8.9337e-05	0.000112468	-0.00011246	0	0	0	0	
0.14	-9.26355e-05	0.000116627	-0.000116619	0	0	0	0	
0.145	-9.5932e-05	0.000120785	-0.000120776	0	0	0	0	
0.15	-9.92263e-05	0.000124941	-0.000124932	0	0	0	0	
0.155	-0.000102518	0.000129096	-0.000129087	0	0	0	0	
0.16	-0.000105808	0.00013325	-0.00013324	0	0	0	0	
0.165	-0.000109094	0.000137401	-0.000137391	0	0	0	0	
0.17	-0.000112377	0.000141551	-0.00014154	0	0	0	0	
0.175	-0.000115657	0.000145698	-0.000145687	0	0	0	0	
0.18	-0.000118933	0.000149843	-0.000149832	0	0	0	0	
0.185	-0.000122205	0.000153985	-0.000153974	0	0	0	0	
0.19	-0.000125472	0.000158125	-0.000158113	0	0	0	0	
0.195	-0.000128734	0.000162261	-0.000162249	0	0	0	0	
0.2	-0.000131992	0.000166394	-0.000166382	0	0	0	0	
0.205	-0.000135243	0.000170524	-0.000170511	0	0	0	0	
0.21	-0.000138489	0.000174649	-0.000174637	0	0	0	0	
0.215	-0.000141727	0.000178771	-0.000178758	0	0	0	0	
0.22	-0.000144959	0.000182888	-0.000182875	0	0	0	0	
0.225	-0.000148183	0.000187001	-0.000186987	0	0	0	0	
0.23	-0.0001514	0.000191108	-0.000191094	0	0	0	0	
0.235	-0.000154607	0.00019521	-0.000195196	0	0	0	0	
0.24	-0.000157806	0.000199306	-0.000199292	0	0	0	0	
0.245	-0.000160994	0.000203396	-0.000203382	0	0	0	0	
0.25	-0.000164172	0.00020748	-0.000207465	0	0	0	0	
0.255	-0.000167339	0.000211557	-0.000211541	0	0	0	0	
0.26	-0.000170495	0.000215626	-0.00021561	0	0	0	0	
0.265	-0.000173637	0.000219687	-0.000219672	0	0	0	0	
0.27	-0.000176767	0.00022374	-0.000223724	0	0	0	0	
0.275	-0.000179883	0.000227785	-0.000227769	0	0	0	0	
0.28	-0.000182984	0.00023182	-0.000231803	0	0	0	0	
0.285	-0.000186069	0.000235845	-0.000235828	0	0	0	0	
0.29	-0.000189138	0.00023986	-0.000239843	0	0	0	0	
0.295	-0.00019219	0.000243865	-0.000243847	0	0	0	0	
0.3	-0.000195223	0.000247858	-0.00024784	0	0	0	0	
0.305	-0.000198238	0.000251838	-0.00025182	0	0	0	0	
0.31	-0.000201232	0.000255807	-0.000255788	0	0	0	0	
0.315	-0.000204205	0.000259762	-0.000259743	0	0	0	0	
0.32	-0.000207156	0.000263703	-0.000263684	0	0	0	0	
0.325	-0.000210084	0.000267629	-0.00026761	0	0	0	0	
0.33	-0.000212987	0.00027154	-0.000271521	0	0	0	0	
0.335	-0.000215865	0.000275436	-0.000275416	0	0	0	0	
0.34	-0.000218716	0.000279314	-0.000279294	0	0	0	0	
0.345	-0.00022154	0.000283175	-0.000283155	0	0	0	0	
0.35	-0.000224334	0.000287018	-0.000286998	0	0	0	0	
0.355	-0.000227098	0.000290842	-0.000290821	0	0	0	0	
0.36	-0.00022983	0.000294646	-0.000294625	0	0	0	0	
0.365	-0.000232529	0.000298429	-0.000298408	0	0	0	0	
0.37	-0.000235194	0.000302191	-0.000302169	0	0	0	0	
0.375	-0.000237823	0.00030593	-0.000305908	0	0	0	0	
0.38	-0.000240414	0.000309645	-0.000309623	0	0	0	0	
0.385	-0.000242967	0.000313337	-0.000313314	0	0	0	0	
0.39	-0.000245479	0.000317002	-0.00031698	0	0	0	0	
0.395	-0.000247949	0.000320642	-0.000320619	0	0	0	0	
0.4	-0.000250375	0.000324254	-0.000324231	0	0	0	0	
0.405	-0.000252756	0.000327837	-0.000327814	0	0	0	0	
0.41	-0.00025509	0.000331392	-0.000331368	0	0	0	0	
0.415	-0.000257375	0.000334915	-0.000334891	0	0	0	0	
0.42	-0.000259609	0.000338407	-0.000338382	0	0	0	0	
0.425	-0.000261791	0.000341865	-0.000341841	0	0	0	0	
0.43	-0.000263918	0.00034529	-0.000345265	0	0	0	0	
0.435	-0.000265989	0.000348679	-0.000348654	0	0	0	0	
0.44	-0.000268002	0.000352032	-0.000352007	0	0	0	0	
0.445	-0.000269954	0.000355347	-0.000355321	0	0	0	0	
0.45	-0.000271844	0.000358623	-0.000358597	0	0	0	0	
0.455	-0.00027367	0.000361858	-0.000361832	0	0	0	0	
0.46	-0.000275428	0.000365051	-0.000365025	0	0	0	0	
0.465	-0.000277118	0.000368201	-0.000368175	0	0	0	0	
0.47	-0.000278736	0.000371306	-0.00037128	0	0	0	0	
0.475	-0.000280281	0.000374365	-0.000374339	0	0	0	0	
0.48	-0.000281749	0.000377377	-0.00037735	0	0	0	0	
0.485	-0.00028314	0.000380339	-0.000380312	0	0	0	0	
0.49	-0.000284449	0.000383251	-0.000383224	0	0	0	0	
0.495	-0.000285675	0.00038611	-0.000386083	0	0	0	0	
0.5	-0.000286815	0.000388916	-0.000388888	0	0	0	0	
0.505	-0.000285026	0.000387794	-0.000387766	0	0	0	0	
0.51	-0.000283201	0.000386649	-0.000386621	0	0	0	0	
0.515	-0.00028134	0.000385482	-0.000385455	0	0	0	0	
0.52	-0.000279444	0.000384293	-0.000384266	0	0	0	0	
0.525	-0.000277513	0.000383082	-0.000383055	0	0	0	0	
0.53	-0.000275546	0.000381849	-0.000381821	0	0	0	0	
0.535	-0.000273544	0.000380593	-0.000380566	0	0	0	0	
0.54	-0.000271507	0.000379315	-0.000379288	0	0	0	0	
0.545	-0.000269434	0.000378015	-0.000377988	0	0	0	0	
0.55	-0.000267325	0.000376693	-0.000376666	0	0	0	0	
0.555	-0.000265181	0.000375348	-0.000375321	0	0	0	0	
0.56	-0.000263002	0.000373981	-0.000373955	0	0	0	0	
0.565	-0.000260787	0.000372592	-0.000372566	0	0	0	0	
