0	0	0	0	0	0	0	0	
0.01	-1.98668e-05	2.50018e-05	-2.5e-05	0	0	0	0	
0.02	-3.97336e-05	5.00036e-05	-5e-05	0	0	0	0	
0.03	-5.96002e-05	7.50052e-05	-7.49998e-05	0	0	0	0	
0.04	-7.94662e-05	0.000100007	-9.99994e-05	0	0	0	0	
0.05	-9.9331e-05	0.000125007	-0.000124998	0	0	0	0	
0.06	-0.000119193	0.000150006	-0.000149995	0	0	0	0	
0.07	-0.000139051	0.000175002	-0.00017499	0	0	0	0	
0.08	-0.000158903	0.000199995	-0.00019998	0	0	0	0	
0.09	-0.000178744	0.000224981	-0.000224964	0	0	0	0	
0.1	-0.000198572	0.000249958	-0.00024994	0	0	0	0	
0.11	-0.00021838	0.000274923	-0.000274903	0	0	0	0	
0.12	-0.000238163	0.000299872	-0.00029985	0	0	0	0	
0.13	-0.000257912	0.0003248	-0.000324777	0	0	0	0	
0.14	-0.00027762	0.000349702	-0.000349677	0	0	0	0	
0.15	-0.000297274	0.000374571	-0.000374544	0	0	0	0	
0.16	-0.000316864	0.000399399	-0.00039937	0	0	0	0	
0.17	-0.000336376	0.000424178	-0.000424147	0	0	0	0	
0.18	-0.000355793	0.000448897	-0.000448865	0	0	0	0	
0.19	-0.000375098	0.000473547	-0.000473513	0	0	0	0	
0.2	-0.000394272	0.000498114	-0.000498078	0	0	0	0	
0.21	-0.000413292	0.000522585	-0.000522548	0	0	0	0	
0.22	-0.000432135	0.000546945	-0.000546906	0	0	0	0	
0.23	-0.000450774	0.000571177	-0.000571136	0	0	0	0	
0.24	-0.00046918	0.000595262	-0.00059522	0	0	0	0	
0.25	-0.000487321	0.000619182	-0.000619137	0	0	0	0	
0.26	-0.000505163	0.000642914	-0.000642868	0	0	0	0	
0.27	-0.000522668	0.000666434	-0.000666387	0	0	0	0	
0.28	-0.000539796	0.000689719	-0.000689669	0	0	0	0	
0.29	-0.000556504	0.00071274	-0.000712688	0	0	0	0	
0.3	-0.000572745	0.000735467	-0.000735415	0	0	0	0	
0.31	-0.000588469	0.000757871	-0.000757817	0	0	0	0	
0.32	-0.000603622	0.000779917	-0.000779861	0	0	0	0	
0.33	-0.000618148	0.000801569	-0.000801512	0	0	0	0	
0.34	-0.000631986	0.00082279	-0.000822731	0	0	0	0	
0.35	-0.000645071	0.000843539	-0.000843478	0	0	0	0	
0.36	-0.000657336	0.000863773	-0.000863711	0	0	0	0	
0.37	-0.000668707	0.000883447	-0.000883383	0	0	0	0	
0.38	-0.000679108	0.000902513	-0.000902448	0	0	0	0	
0.39	-0.00068846	0.00092092	-0.000920854	0	0	0	0	
0.4	-0.000696675	0.000938614	-0.000938547	0	0	0	0	
0.41	-0.000703665	0.000955541	-0.000955472	0	0	0	0	
0.42	-0.000709336	0.00097164	-0.00097157	0	0	0	0	
0.43	-0.000713589	0.00098685	-0.000986779	0	0	0	0	
0.44	-0.00071632	0.0010011	-0.00100103	0	0	0	0	
0.45	-0.00071742	0.00101434	-0.00101426	0	0	0	0	
0.46	-0.000716776	0.00102648	-0.0010264	0	0	0	0	
0.47	-0.000714268	0.00103745	-0.00103737	0	0	0	0	
0.48	-0.000709774	0.00104717	-0.0010471	0	0	0	0	
0.49	-0.000703162	0.00105557	-0.00105549	0	0	0	0	
0.5	-0.000694299	0.00106255	-0.00106247	0	0	0	0	
0.51	-0.000669901	0.00104725	-0.00104717	0	0	0	0	
0.52	-0.000644545	0.00103135	-0.00103128	0	0	0	0	
0.53	-0.000618233	0.00101485	-0.00101478	0	0	0	0	
